,seed,rmse,nse
0,77653,0.04034200683236122,0.8480416536331177
1,95600,0.034799084067344666,0.890468955039978
2,26401,0.03491443768143654,0.8643646836280823
3,20768,0.033552154898643494,0.8542728424072266
4,79258,0.037296805530786514,0.8593798875808716
5,82844,0.03979470953345299,0.805241584777832
6,51472,0.03317463770508766,0.8727671504020691
7,14928,0.039049629122018814,0.8596121072769165
8,83287,0.04229482635855675,0.79953932762146
9,51280,0.036523036658763885,0.808771550655365
10,15334,0.04471222311258316,0.801564633846283
11,13591,0.040208108723163605,0.8274754881858826
12,41092,0.036439280956983566,0.8524306416511536
13,68903,0.03924282267689705,0.8349811434745789
14,40366,0.037573836743831635,0.8264362215995789
15,84174,0.03755412995815277,0.8307684659957886
16,812,0.03422180190682411,0.8620558977127075
17,42550,0.03801681473851204,0.8021132946014404
18,52419,0.03989722952246666,0.8122344017028809
19,95692,0.03572704270482063,0.8377804160118103
20,23533,0.03492700308561325,0.8697729110717773
21,82533,0.03407476842403412,0.849854052066803
22,7183,0.036111462861299515,0.8610016107559204
23,33821,0.05343051627278328,0.7184035778045654
24,74872,0.035812169313430786,0.8721307516098022
25,57576,0.044521763920784,0.8280335664749146
26,93872,0.04266180470585823,0.7903387546539307
27,75330,0.04632739722728729,0.777309000492096
28,91434,0.03854172304272652,0.7918502688407898
29,82710,0.04880284145474434,0.7201213240623474
30,13579,0.034345194697380066,0.8713077902793884
31,93343,0.03974142670631409,0.8245564103126526
32,84459,0.041641127318143845,0.8283376693725586
33,14499,0.03312012925744057,0.8740362524986267
34,97848,0.03092947043478489,0.9028797149658203
35,74558,0.037101004272699356,0.835870087146759
36,31431,0.03696116432547569,0.8382487297058105
37,13935,0.03793897479772568,0.8381261825561523
38,38858,0.03683006390929222,0.8419808149337769
39,90652,0.03654637187719345,0.8581627607345581
40,78565,0.033642251044511795,0.8396424055099487
41,22611,0.039981622248888016,0.8196132779121399
42,49179,0.036775119602680206,0.8267617225646973
43,85323,0.03772919625043869,0.8538011312484741
44,64099,0.038118377327919006,0.7909981608390808
45,30631,0.036272890865802765,0.8640061020851135
46,11379,0.046658433973789215,0.7387312054634094
47,96983,0.040564533323049545,0.8195188045501709
48,23433,0.048875756561756134,0.7254154682159424
49,51783,0.0477219820022583,0.7688952684402466
50,69226,0.03406275436282158,0.8829254508018494
51,32247,0.038584545254707336,0.8194478750228882
52,51655,0.03747731074690819,0.8529189825057983
53,28243,0.040046900510787964,0.8560577630996704
54,83668,0.03896090015769005,0.7749792337417603
55,60586,0.034576475620269775,0.8517351746559143
56,17676,0.043741609901189804,0.8229100704193115
57,33376,0.04404567554593086,0.8187061548233032
58,68798,0.044492535293102264,0.787734866142273
59,67864,0.03699355199933052,0.8359554409980774
60,31203,0.030871760100126266,0.8821430206298828
61,15442,0.038760021328926086,0.8287767171859741
62,14845,0.04091488569974899,0.8027055263519287
63,24977,0.04046587646007538,0.7798031568527222
64,78956,0.03457580506801605,0.8463152647018433
65,86989,0.04564414918422699,0.8247860074043274
66,34307,0.03999879211187363,0.8789640069007874
67,60036,0.03847809135913849,0.8594329953193665
68,49958,0.04232008010149002,0.7435998916625977
69,26198,0.04076435789465904,0.8237714171409607
70,53043,0.03996933251619339,0.8508448004722595
71,14941,0.0359148234128952,0.8681727051734924
72,48654,0.03167635202407837,0.8635650873184204
73,13678,0.03812315687537193,0.8110095262527466
74,24513,0.05378715693950653,0.7092080116271973
75,24892,0.038540199398994446,0.8635832667350769
76,2200,0.03955813869833946,0.8454134464263916
77,38282,0.03630784898996353,0.8656606078147888
78,72048,0.03927374258637428,0.8120033740997314
79,64907,0.053868189454078674,0.679146409034729
80,77705,0.04823921620845795,0.7713797092437744
81,83756,0.0414857342839241,0.8037017583847046
82,6120,0.04053866118192673,0.8227388262748718
83,77603,0.04018399864435196,0.8287084102630615
84,11445,0.042319610714912415,0.8131570219993591
85,33951,0.03736621141433716,0.8530904054641724
86,8761,0.038828641176223755,0.8402857780456543
87,14856,0.03382069990038872,0.8023931980133057
88,48169,0.037532955408096313,0.8614209890365601
89,45701,0.0413791723549366,0.7186211347579956
90,35744,0.0415758416056633,0.7415041327476501
91,43786,0.03600349649786949,0.8717974424362183
92,42141,0.04120350256562233,0.8461859226226807
93,57421,0.06076011806726456,0.47747600078582764
94,62296,0.03598199039697647,0.7588289380073547
95,37326,0.03997323289513588,0.7988817691802979
96,75553,0.04675060138106346,0.7958362698554993
97,63382,0.04184907674789429,0.8146891593933105
98,48633,0.03906872868537903,0.8664746880531311
99,11464,0.051400184631347656,0.7792293429374695
